datetime,id,value
1604259900,35,0.026
1604259900,37,0.071
1604259900,38,0.008
1604259900,40,0.01
1604259900,41,0.107
1604259900,42,0.05
1604259900,47,0.0
1604259900,50,0.0
1604259900,51,0.331
1604259900,53,0.0
1604259900,54,0.032
1604259900,55,0.061
1604259900,57,0.014
1604259900,58,0.044
1604259900,59,0.25
1604259900,62,0.063
1604259900,63,0.003
1604259900,65,0.014
1604259900,66,0.021
1604259900,70,0.001
1604259900,77,0.055
1604259900,78,0.046
1604259900,79,0.0
1604259900,81,0.063
1604259900,84,0.014
1604259900,86,0.029
1604259900,89,0.0503
1604259900,90,0.115
1604259900,91,0.049
1604259900,93,0.065
1604259900,94,0.0
1604259900,95,0.06
1604259900,96,0.06
1604259900,97,0.029
1604260800,14,0.0
1604260800,16,0.018
1604260800,17,0.049
1604260800,19,0.054
1604260800,20,0.068
1604260800,21,0.045
1604260800,24,0.02
1604260800,25,0.021
1604260800,26,0.003
1604260800,28,0.086
1604260800,30,0.001
1604260800,31,0.058
1604260800,32,0.143
1604260800,33,0.029
1604260800,35,0.025
1604260800,37,0.072
1604260800,38,0.02
1604260800,40,0.008
1604260800,41,0.131
1604260800,42,0.048
1604260800,47,0.0
1604260800,50,0.0
1604260800,51,0.294
1604260800,53,0.0
1604260800,54,0.046
1604260800,55,0.007
1604260800,57,0.025
1604260800,58,0.124
1604260800,59,0.162
1604260800,62,0.056
1604260800,63,0.003
1604260800,65,0.015
1604260800,66,0.03
1604260800,70,0.0
1604260800,77,0.03
1604260800,78,0.046
1604260800,79,0.0
1604260800,81,0.013
1604260800,84,0.021
1604260800,86,0.0
1604260800,89,0.0545
1604260800,90,0.021
1604260800,91,0.048
1604260800,93,0.262
1604260800,94,0.0
1604260800,95,0.192
1604260800,96,0.073
1604260800,97,0.095
1604261700,14,0.0
1604261700,16,0.018
1604261700,17,0.017
1604261700,19,0.052
1604261700,20,0.091
1604261700,21,0.028
1604261700,24,0.015
1604261700,25,0.0
1604261700,26,0.002
1604261700,28,0.329
1604261700,30,0.0
1604261700,31,0.032
1604261700,32,0.121
1604261700,33,0.029
1604261700,35,0.026
1604261700,37,0.074
1604261700,38,0.023
1604261700,40,0.017
1604261700,41,0.119
1604261700,42,0.046
1604261700,47,0.0
1604261700,50,0.0
1604261700,51,0.285
1604261700,53,0.0
1604261700,54,0.029
1604261700,55,0.026
1604261700,57,0.016
1604261700,58,0.185
1604261700,59,0.16
1604261700,62,0.112
1604261700,63,0.003
1604261700,65,0.014
1604261700,66,0.134
1604261700,70,0.001
1604261700,77,0.007
1604261700,78,0.046
1604261700,79,0.0
1604261700,81,0.041
1604261700,84,0.019
1604261700,86,0.023
1604261700,89,0.0506
1604261700,90,0.05
1604261700,91,0.049
1604261700,93,0.048
1604261700,94,0.0
1604261700,95,0.039
1604261700,96,0.053
1604261700,97,0.406
1604262600,14,0.0
1604262600,16,0.017
1604262600,17,0.016
1604262600,19,0.051
1604262600,20,0.065
1604262600,21,0.05
1604262600,24,0.039
1604262600,25,0.021
1604262600,26,0.002
1604262600,28,0.364
1604262600,30,0.008
1604262600,31,0.032
1604262600,32,0.151
1604262600,33,0.025
1604262600,35,0.026
1604262600,37,0.072
1604262600,38,0.005
1604262600,40,0.007
1604262600,41,0.122
1604262600,42,0.046
1604262600,47,0.0
1604262600,50,0.0
1604262600,51,0.304
1604262600,53,0.0
1604262600,54,0.029
1604262600,55,0.15
1604262600,57,0.023
1604262600,58,0.074
1604262600,59,0.182
1604262600,62,0.106
1604262600,63,0.021
1604262600,65,0.014
1604262600,66,0.14
1604262600,70,0.001
1604262600,77,0.117
1604262600,78,0.04
1604262600,79,0.0
1604262600,81,0.042
1604262600,84,0.017
1604262600,86,0.018
1604262600,89,0.0513
1604262600,90,0.024
1604262600,91,0.05
1604262600,93,0.066
1604262600,94,0.0
1604262600,95,0.201
1604262600,96,0.104
1604262600,97,0.114
1604263500,14,0.0
1604263500,16,0.018
1604263500,17,0.037
1604263500,19,0.05
1604263500,20,0.057
1604263500,21,0.22
1604263500,24,0.004
1604263500,25,0.015
1604263500,26,0.003
1604263500,28,0.354
1604263500,30,0.019
1604263500,31,0.032
1604263500,32,0.142
1604263500,33,0.001
1604263500,35,0.025
1604263500,37,0.076
1604263500,38,0.033
1604263500,40,0.088
1604263500,41,0.13
1604263500,42,0.045
1604263500,47,0.0
1604263500,50,0.0
1604263500,51,0.011
1604263500,53,0.0
1604263500,54,0.047
1604263500,55,0.07
1604263500,57,0.018
1604263500,58,0.051
1604263500,59,0.427
1604263500,62,0.046
1604263500,63,0.018
1604263500,65,0.014
1604263500,66,0.055
1604263500,70,0.0
1604263500,77,0.036
1604263500,78,0.018
1604263500,79,0.0
1604263500,81,0.015
1604263500,84,0.024
1604263500,86,0.026
1604263500,89,0.0513
1604263500,90,0.046
1604263500,91,0.027
1604263500,93,0.057
1604263500,94,0.0
1604263500,95,0.032
1604263500,96,0.1
1604263500,97,0.055
1604264400,14,0.0
1604264400,16,0.019
1604264400,17,0.053
1604264400,19,0.048
1604264400,20,0.179
1604264400,21,0.089
1604264400,24,0.034
1604264400,25,0.006
1604264400,26,0.002
1604264400,28,0.335
1604264400,30,0.005
1604264400,31,0.046
1604264400,32,0.138
1604264400,33,0.055
1604264400,35,0.026
1604264400,37,0.265
1604264400,38,0.144
1604264400,40,0.01
1604264400,41,0.107
1604264400,42,0.037
1604264400,47,0.0
1604264400,50,0.0
1604264400,51,0.005
1604264400,53,0.0
1604264400,54,0.032
1604264400,55,0.052
1604264400,57,0.022
1604264400,58,0.044
1604264400,59,0.634
1604264400,62,0.054
1604264400,63,0.019
1604264400,65,0.015
1604264400,66,0.021
1604264400,70,0.001
1604264400,77,0.028
1604264400,78,0.018
1604264400,79,0.0
1604264400,81,0.063
1604264400,84,0.011
1604264400,86,0.099
1604264400,89,0.0523
1604264400,90,0.031
1604264400,91,0.007
1604264400,93,0.049
1604264400,94,0.0
1604264400,95,0.059
1604264400,96,0.146
1604264400,97,0.454
1604265300,14,0.0
1604265300,16,0.018
1604265300,17,0.017
1604265300,19,0.024
1604265300,20,0.652
1604265300,21,0.119
1604265300,24,0.054
1604265300,25,0.023
1604265300,26,0.003
1604265300,28,0.337
1604265300,30,0.0
1604265300,31,0.072
1604265300,32,0.126
1604265300,33,0.411
1604265300,35,0.025
1604265300,37,0.466
1604265300,38,0.022
1604265300,40,0.007
1604265300,41,0.143
1604265300,42,0.016
1604265300,47,0.0
1604265300,50,0.0
1604265300,51,0.005
1604265300,53,0.0
1604265300,54,0.029
1604265300,55,0.054
1604265300,57,0.148
1604265300,58,0.09
1604265300,59,0.224
1604265300,62,0.057
1604265300,63,0.06
1604265300,65,0.016
1604265300,66,0.031
1604265300,70,0.001
1604265300,77,0.029
1604265300,78,0.042
1604265300,79,0.0
1604265300,81,0.018
1604265300,84,0.03
1604265300,86,0.008
1604265300,89,0.0524
1604265300,90,0.047
1604265300,91,0.033
1604265300,93,0.069
1604265300,94,0.0
1604265300,95,0.31
1604265300,96,0.164
1604265300,97,0.095
1604266200,14,0.0
1604266200,16,0.018
1604266200,17,0.016
1604266200,19,0.007
1604266200,20,0.484
1604266200,21,0.383
1604266200,24,0.061
1604266200,25,0.0
1604266200,26,0.002
1604266200,28,0.282
1604266200,30,0.002
1604266200,31,0.053
1604266200,32,0.135
1604266200,33,0.054
1604266200,35,0.025
1604266200,37,0.171
1604266200,38,0.019
1604266200,40,0.017
1604266200,41,0.114
1604266200,42,0.015
1604266200,47,0.0
1604266200,50,0.0
1604266200,51,0.025
1604266200,53,0.0
1604266200,54,0.036
1604266200,55,0.042
1604266200,57,0.019
1604266200,58,0.073
1604266200,59,0.826
1604266200,62,0.041
1604266200,63,0.061
1604266200,65,0.016
1604266200,66,0.037
1604266200,70,0.0
1604266200,77,0.069
1604266200,78,0.023
1604266200,79,0.0
1604266200,81,0.038
1604266200,84,0.006
1604266200,86,0.004
1604266200,89,0.0525
1604266200,90,0.101
1604266200,91,0.152
1604266200,93,0.272
1604266200,94,0.0
1604266200,95,0.044
1604266200,96,0.166
1604266200,97,0.043
1604267100,14,0.0
1604267100,16,0.018
1604267100,17,0.053
1604267100,19,0.042
1604267100,20,0.465
1604267100,21,0.139
1604267100,24,0.077
1604267100,25,0.022
1604267100,26,0.003
1604267100,28,0.049
1604267100,30,0.019
1604267100,31,0.031
1604267100,32,0.13
1604267100,33,0.219
1604267100,35,0.026
1604267100,37,0.056
1604267100,38,0.008
1604267100,40,0.008
1604267100,41,0.208
1604267100,42,0.015
1604267100,47,0.0
1604267100,50,0.0
1604267100,51,0.009
1604267100,53,0.0
1604267100,54,0.043
1604267100,55,0.281
1604267100,57,0.035
1604267100,58,0.058
1604267100,59,0.714
1604267100,62,0.044
1604267100,63,0.061
1604267100,65,0.016
1604267100,66,0.029
1604267100,70,0.001
1604267100,77,0.035
1604267100,78,0.03
1604267100,79,0.0
1604267100,81,0.046
1604267100,84,0.033
1604267100,86,0.036
1604267100,89,0.0534
1604267100,90,0.044
1604267100,91,0.047
1604267100,93,0.055
1604267100,94,0.0
1604267100,95,0.055
1604267100,96,0.162
1604267100,97,0.029
1604268000,14,0.0
1604268000,16,0.018
1604268000,17,0.055
1604268000,19,0.049
1604268000,20,0.444
1604268000,21,0.034
1604268000,24,0.053
1604268000,25,0.009
1604268000,26,0.203
1604268000,28,0.239
1604268000,30,0.009
1604268000,31,0.032
1604268000,32,0.137
1604268000,33,0.249
1604268000,35,0.025
1604268000,37,0.043
1604268000,38,0.033
1604268000,40,0.015
1604268000,41,0.155
1604268000,42,0.016
1604268000,47,0.0
1604268000,50,0.0
1604268000,51,0.024
1604268000,53,0.0
1604268000,54,0.029
1604268000,55,0.431
1604268000,57,0.031
1604268000,58,0.198
1604268000,59,0.711
1604268000,62,0.045
1604268000,63,0.06
1604268000,65,0.016
1604268000,66,0.036
1604268000,70,0.001
1604268000,77,0.034
1604268000,78,0.027
1604268000,79,0.0
1604268000,81,0.013
1604268000,84,0.007
1604268000,86,0.0
1604268000,89,0.0541
1604268000,90,0.038
1604268000,91,0.022
1604268000,93,0.077
1604268000,94,0.0
1604268000,95,0.159
1604268000,96,0.145
1604268000,97,0.033
1604268900,14,0.0
1604268900,16,0.02
1604268900,17,0.037
1604268900,19,0.054
1604268900,20,0.062
1604268900,21,0.034
1604268900,24,0.09
1604268900,25,0.017
1604268900,26,0.423
1604268900,28,0.233
1604268900,30,0.0
1604268900,31,0.033
1604268900,32,0.133
1604268900,33,0.289
1604268900,35,0.025
1604268900,37,0.041
1604268900,38,0.003
1604268900,40,0.01
1604268900,41,0.109
1604268900,42,0.025
1604268900,47,0.0
1604268900,50,0.0
1604268900,51,0.053
1604268900,53,0.0
1604268900,54,0.028
1604268900,55,0.415
1604268900,57,0.041
1604268900,58,0.042
1604268900,59,0.282
1604268900,62,0.044
1604268900,63,0.06
1604268900,65,0.015
1604268900,66,0.022
1604268900,70,0.0
1604268900,77,0.018
1604268900,78,0.029
1604268900,79,0.0
1604268900,81,0.059
1604268900,84,0.029
1604268900,86,0.014
1604268900,89,0.0556
1604268900,90,0.044
1604268900,91,0.025
1604268900,93,0.054
1604268900,94,0.0
1604268900,95,0.057
1604268900,96,0.157
1604268900,97,0.112
1604269800,14,0.0
1604269800,16,0.019
1604269800,17,0.022
1604269800,19,0.202
1604269800,20,0.07
1604269800,21,0.233
1604269800,24,0.057
1604269800,25,0.012
1604269800,26,0.123
1604269800,28,0.08
1604269800,30,0.0
1604269800,31,0.05
1604269800,32,0.156
1604269800,33,0.035
1604269800,35,0.025
1604269800,37,0.073
1604269800,38,0.024
1604269800,40,0.01
1604269800,41,0.136
1604269800,42,0.018
1604269800,47,0.0
1604269800,50,0.0
1604269800,51,0.061
1604269800,53,0.0
1604269800,54,0.05
1604269800,55,0.625
1604269800,57,0.028
1604269800,58,0.276
1604269800,59,0.285
1604269800,62,0.044
1604269800,63,0.061
1604269800,65,0.015
1604269800,66,0.044
1604269800,70,0.001
1604269800,77,0.015
1604269800,78,0.029
1604269800,79,0.0
1604269800,81,0.021
1604269800,84,0.011
1604269800,86,0.029
1604269800,89,0.0576
1604269800,90,0.036
1604269800,91,0.053
1604269800,93,0.065
1604269800,94,0.0
1604269800,95,0.038
1604269800,96,0.138
1604269800,97,0.032
1604270700,14,0.0
1604270700,16,0.019
1604270700,17,0.06
1604270700,19,0.08
1604270700,20,0.076
1604270700,21,0.15
1604270700,24,0.075
1604270700,25,0.009
1604270700,26,0.002
1604270700,28,0.083
1604270700,30,0.017
1604270700,31,0.073
1604270700,32,0.22
1604270700,33,0.14
1604270700,35,0.025
1604270700,37,0.058
1604270700,38,0.016
1604270700,40,0.021
1604270700,41,0.137
1604270700,42,0.051
1604270700,47,0.0
1604270700,50,0.0
1604270700,51,0.053
1604270700,53,0.0
1604270700,54,0.03
1604270700,55,0.224
1604270700,57,0.045
1604270700,58,0.088
1604270700,59,0.308
1604270700,62,0.046
1604270700,63,0.062
1604270700,65,0.015
1604270700,66,0.037
1604270700,70,0.0
1604270700,77,0.04
1604270700,78,0.303
1604270700,79,0.0
1604270700,81,0.034
1604270700,84,0.025
1604270700,86,0.059
1604270700,89,0.0609
1604270700,90,0.046
1604270700,91,0.058
1604270700,93,0.059
1604270700,94,0.0
1604270700,95,0.054
1604270700,96,0.12
1604270700,97,0.032
1604271600,14,0.0
1604271600,16,0.019
1604271600,17,0.056
1604271600,19,0.164
1604271600,20,0.063
1604271600,21,0.09
1604271600,24,0.093
1604271600,25,0.021
1604271600,26,0.003
1604271600,28,0.085
1604271600,30,0.012
1604271600,31,0.055
1604271600,32,0.203
1604271600,33,0.037
1604271600,35,0.025
1604271600,37,0.056
1604271600,38,0.012
1604271600,40,0.012
1604271600,41,0.119
1604271600,42,0.052
1604271600,47,0.0
1604271600,50,0.0
1604271600,51,0.051
1604271600,53,0.0
1604271600,54,0.028
1604271600,55,0.055
1604271600,57,0.026
1604271600,58,0.09
1604271600,59,0.209
1604271600,62,0.049
1604271600,63,0.07
1604271600,65,0.015
1604271600,66,0.054
1604271600,70,0.001
1604271600,77,0.047
1604271600,78,0.469
1604271600,79,0.0
1604271600,81,0.05
1604271600,84,0.016
1604271600,86,0.082
1604271600,89,0.0618
1604271600,90,0.054
1604271600,91,0.062
1604271600,93,0.051
1604271600,94,0.0
1604271600,95,0.058
1604271600,96,0.08
1604271600,97,0.048
1604272500,14,0.0
1604272500,16,0.018
1604272500,17,0.024
1604272500,19,0.133
1604272500,20,0.065
1604272500,21,0.147
1604272500,24,0.096
1604272500,25,0.0
1604272500,26,0.002
1604272500,28,0.082
1604272500,30,0.0
1604272500,31,0.048
1604272500,32,0.217
1604272500,33,0.045
1604272500,35,0.025
1604272500,37,0.072
1604272500,38,0.226
1604272500,40,0.02
1604272500,41,0.137
1604272500,42,0.053
1604272500,47,0.0
1604272500,50,0.0
1604272500,51,0.068
1604272500,53,0.0
1604272500,54,0.04
1604272500,55,0.069
1604272500,57,0.05
1604272500,58,0.11
1604272500,59,0.197
1604272500,62,0.406
1604272500,63,0.079
1604272500,65,0.014
1604272500,66,0.094
1604272500,70,0.001
1604272500,77,0.064
1604272500,78,0.415
1604272500,79,0.0
1604272500,81,0.013
1604272500,84,0.019
1604272500,86,0.076
1604272500,89,0.0639
1604272500,90,0.052
1604272500,91,0.062
1604272500,93,0.081
1604272500,94,0.0
1604272500,95,0.168
1604272500,96,0.323
1604272500,97,0.046
1604273400,14,0.0
1604273400,16,0.016
1604273400,17,0.029
1604273400,19,0.129
1604273400,20,0.074
1604273400,21,0.442
1604273400,24,0.127
1604273400,25,0.022
1604273400,26,0.002
1604273400,28,0.22
1604273400,30,0.0
1604273400,31,0.047
1604273400,32,0.185
1604273400,33,0.044
1604273400,35,0.026
1604273400,37,0.082
1604273400,38,0.303
1604273400,40,0.012
1604273400,41,0.121
1604273400,42,0.054
1604273400,47,0.0
1604273400,50,0.0
1604273400,51,0.071
1604273400,53,0.0
1604273400,54,0.04
1604273400,55,0.088
1604273400,57,0.02
1604273400,58,0.085
1604273400,59,0.212
1604273400,62,0.425
1604273400,63,0.078
1604273400,65,0.014
1604273400,66,0.181
1604273400,70,0.0
1604273400,77,0.016
1604273400,78,0.089
1604273400,79,0.0
1604273400,81,0.047
1604273400,84,0.021
1604273400,86,0.077
1604273400,89,0.0652
1604273400,90,0.084
1604273400,91,0.079
1604273400,93,0.049
1604273400,94,0.0
1604273400,95,0.137
1604273400,96,0.456
1604273400,97,0.054
1604274300,14,0.0
1604274300,16,0.015
1604274300,17,0.057
1604274300,19,0.128
1604274300,20,0.071
1604274300,21,0.084
1604274300,24,0.137
1604274300,25,0.0
1604274300,26,0.136
1604274300,28,0.28
1604274300,30,0.014
1604274300,31,0.048
1604274300,32,0.247
1604274300,33,0.151
1604274300,35,0.025
1604274300,37,0.073
1604274300,38,0.38
1604274300,40,0.012
1604274300,41,0.122
1604274300,42,0.052
1604274300,47,0.0
1604274300,50,0.0
1604274300,51,0.068
1604274300,53,0.0
1604274300,54,0.029
1604274300,55,0.039
1604274300,57,0.053
1604274300,58,0.062
1604274300,59,0.328
1604274300,62,0.325
1604274300,63,0.078
1604274300,65,0.013
1604274300,66,0.049
1604274300,70,0.001
1604274300,77,0.02
1604274300,78,0.09
1604274300,79,0.0
1604274300,81,0.031
1604274300,84,0.014
1604274300,86,0.113
1604274300,89,0.0656
1604274300,90,0.114
1604274300,91,0.089
1604274300,93,0.062
1604274300,94,0.0
1604274300,95,0.412
1604274300,96,0.435
1604274300,97,0.119
1604275200,14,0.0
1604275200,16,0.015
1604275200,17,0.026
1604275200,19,0.129
1604275200,20,0.059
1604275200,21,0.035
1604275200,24,0.158
1604275200,25,0.021
1604275200,26,0.002
1604275200,28,0.389
1604275200,30,0.014
1604275200,31,0.063
1604275200,32,0.204
1604275200,33,0.044
1604275200,35,0.038
1604275200,37,0.071
1604275200,38,0.412
1604275200,40,0.021
1604275200,41,0.146
1604275200,42,0.051
1604275200,47,0.0
1604275200,50,0.0
1604275200,51,0.016
1604275200,53,0.0
1604275200,54,0.028
1604275200,55,0.047
1604275200,57,0.017
1604275200,58,0.11
1604275200,59,0.216
1604275200,62,0.062
1604275200,63,0.079
1604275200,65,0.013
1604275200,66,0.037
1604275200,70,0.001
1604275200,77,0.022
1604275200,78,0.087
1604275200,79,0.0
1604275200,81,0.013
1604275200,84,0.026
1604275200,86,0.077
1604275200,89,0.0656
1604275200,90,0.08
1604275200,91,0.063
1604275200,93,0.241
1604275200,94,0.0
1604275200,95,0.434
1604275200,96,0.131
1604275200,97,0.057
1604276100,14,0.0
1604276100,16,0.016
1604276100,17,0.018
1604276100,19,0.127
1604276100,20,0.397
1604276100,21,0.097
1604276100,24,0.16
1604276100,25,0.007
1604276100,26,0.002
1604276100,28,0.379
1604276100,30,0.0
1604276100,31,0.082
1604276100,32,0.218
1604276100,33,0.043
1604276100,35,0.042
1604276100,37,0.08
1604276100,38,0.14
1604276100,40,0.011
1604276100,41,0.12
1604276100,42,0.028
1604276100,47,0.0
1604276100,50,0.0
1604276100,51,0.051
1604276100,53,0.0
1604276100,54,0.051
1604276100,55,0.082
1604276100,57,0.058
1604276100,58,0.072
1604276100,59,0.226
1604276100,62,0.053
1604276100,63,0.078
1604276100,65,0.013
1604276100,66,0.017
1604276100,70,0.0
1604276100,77,0.304
1604276100,78,0.087
1604276100,79,0.0
1604276100,81,0.063
1604276100,84,0.009
1604276100,86,0.083
1604276100,89,0.0586
1604276100,90,0.063
1604276100,91,0.068
1604276100,93,0.152
1604276100,94,0.0
1604276100,95,0.423
1604276100,96,0.103
1604276100,97,0.042
1604277000,14,0.0
1604277000,16,0.018
1604277000,17,0.03
1604277000,19,0.127
1604277000,20,0.544
1604277000,21,0.165
1604277000,24,0.174
1604277000,25,0.015
1604277000,26,0.003
1604277000,28,0.383
1604277000,30,0.0
1604277000,31,0.054
1604277000,32,0.192
1604277000,33,0.043
1604277000,35,0.041
1604277000,37,0.096
1604277000,38,0.05
1604277000,40,0.022
1604277000,41,0.115
1604277000,42,0.03
1604277000,47,0.0
1604277000,50,0.0
1604277000,51,0.062
1604277000,53,0.0
1604277000,54,0.029
1604277000,55,0.064
1604277000,57,0.018
1604277000,58,0.203
1604277000,59,0.202
1604277000,62,0.139
1604277000,63,0.079
1604277000,65,0.014
1604277000,66,0.02
1604277000,70,0.001
1604277000,77,0.268
1604277000,78,0.195
1604277000,79,0.0
1604277000,81,0.02
1604277000,84,0.031
1604277000,86,0.11
1604277000,89,0.0626
1604277000,90,0.084
1604277000,91,0.09
1604277000,93,0.074
1604277000,94,0.0
1604277000,95,0.404
1604277000,96,0.309
1604277000,97,0.039
1604277900,14,0.0
1604277900,16,0.016
1604277900,17,0.054
1604277900,19,0.127
1604277900,20,0.562
1604277900,21,0.083
1604277900,24,0.343
1604277900,25,0.014
1604277900,26,0.002
1604277900,28,0.377
1604277900,30,0.011
1604277900,31,0.042
1604277900,32,0.199
1604277900,33,0.043
1604277900,35,0.041
1604277900,37,0.079
1604277900,38,0.073
1604277900,40,0.011
1604277900,41,0.152
1604277900,42,0.034
1604277900,47,0.0
1604277900,50,0.0
1604277900,51,0.056
1604277900,53,0.0
1604277900,54,0.029
1604277900,55,0.068
1604277900,57,0.054
1604277900,58,0.795
1604277900,59,0.187
1604277900,62,0.112
1604277900,63,0.078
1604277900,65,0.013
1604277900,66,0.037
1604277900,70,0.001
1604277900,77,0.607
1604277900,78,0.114
1604277900,79,0.0
1604277900,81,0.018
1604277900,84,0.005
1604277900,86,0.168
1604277900,89,0.0615
1604277900,90,0.097
1604277900,91,0.093
1604277900,93,0.067
1604277900,94,0.0
1604277900,95,0.069
1604277900,96,0.437
1604277900,97,0.449
1604278800,14,0.0
1604278800,16,0.016
1604278800,17,0.019
1604278800,19,0.186
1604278800,20,0.48
1604278800,21,0.196
1604278800,24,0.327
1604278800,25,0.008
1604278800,26,0.002
1604278800,28,0.295
1604278800,30,0.017
1604278800,31,0.042
1604278800,32,0.219
1604278800,33,0.043
1604278800,35,0.035
1604278800,37,0.068
1604278800,38,0.394
1604278800,40,0.013
1604278800,41,0.12
1604278800,42,0.031
1604278800,47,0.0
1604278800,50,0.0
1604278800,51,0.056
1604278800,53,0.0
1604278800,54,0.041
1604278800,55,0.067
1604278800,57,0.042
1604278800,58,0.918
1604278800,59,0.276
1604278800,62,0.061
1604278800,63,0.079
1604278800,65,0.013
1604278800,66,0.046
1604278800,70,0.0
1604278800,77,0.145
1604278800,78,0.144
1604278800,79,0.0
1604278800,81,0.062
1604278800,84,0.032
1604278800,86,0.227
1604278800,89,0.0606
1604278800,90,0.119
1604278800,91,0.094
1604278800,93,0.051
1604278800,94,0.0
1604278800,95,0.219
1604278800,96,0.434
1604278800,97,0.059
1604279700,14,0.0
1604279700,16,0.017
1604279700,17,0.018
1604279700,19,0.131
1604279700,20,0.152
1604279700,21,0.24
1604279700,24,0.271
1604279700,25,0.021
1604279700,26,0.003
1604279700,28,0.083
1604279700,30,0.0
1604279700,31,0.042
1604279700,32,0.226
1604279700,33,0.153
1604279700,35,0.025
1604279700,37,0.069
1604279700,38,0.22
1604279700,40,0.02
1604279700,41,0.147
1604279700,42,0.063
1604279700,47,0.0
1604279700,50,0.0
1604279700,51,0.043
1604279700,53,0.0
1604279700,54,0.038
1604279700,55,0.07
1604279700,57,0.173
1604279700,58,0.559
1604279700,59,0.184
1604279700,62,0.053
1604279700,63,0.055
1604279700,65,0.013
1604279700,66,0.046
1604279700,70,0.001
1604279700,77,0.022
1604279700,78,0.205
1604279700,79,0.0
1604279700,81,0.014
1604279700,84,0.007
1604279700,86,0.245
1604279700,89,0.0588
1604279700,90,0.125
1604279700,91,0.08
1604279700,93,0.056
1604279700,94,0.0
1604279700,95,0.053
1604279700,96,0.111
1604279700,97,0.115
1604280600,14,0.0
1604280600,16,0.016
1604280600,17,0.018
1604280600,19,0.128
1604280600,20,0.077
1604280600,21,0.034
1604280600,24,0.293
1604280600,25,0.002
1604280600,26,0.002
1604280600,28,0.387
1604280600,30,0.0
1604280600,31,0.053
1604280600,32,0.223
1604280600,33,0.045
1604280600,35,0.024
1604280600,37,0.063
1604280600,38,0.029
1604280600,40,0.012
1604280600,41,0.182
1604280600,42,0.062
1604280600,47,0.0
1604280600,50,0.0
1604280600,51,0.046
1604280600,53,0.0
1604280600,54,0.029
1604280600,55,0.083
1604280600,57,0.025
1604280600,58,0.307
1604280600,59,0.233
1604280600,62,0.054
1604280600,63,0.054
1604280600,65,0.021
1604280600,66,0.05
1604280600,70,0.001
1604280600,77,0.021
1604280600,78,0.065
1604280600,79,0.0
1604280600,81,0.018
1604280600,84,0.028
1604280600,86,0.105
1604280600,89,0.0574
1604280600,90,0.06
1604280600,91,0.043
1604280600,93,0.048
1604280600,94,0.0
1604280600,95,0.193
1604280600,96,0.057
1604280600,97,0.038
1604281500,14,0.0
1604281500,16,0.017
1604281500,17,0.044
1604281500,19,0.129
1604281500,20,0.064
1604281500,21,0.034
1604281500,24,0.291
1604281500,25,0.022
1604281500,26,0.003
1604281500,28,0.412
1604281500,30,0.007
1604281500,31,0.089
1604281500,32,0.177
1604281500,33,0.043
1604281500,35,0.024
1604281500,37,0.063
1604281500,38,0.054
1604281500,40,0.021
1604281500,41,0.149
1604281500,42,0.048
1604281500,47,0.0
1604281500,50,0.0
1604281500,51,0.026
1604281500,53,0.0
1604281500,54,0.031
1604281500,55,0.063
1604281500,57,0.046
1604281500,58,0.019
1604281500,59,0.282
1604281500,62,0.052
1604281500,63,0.058
1604281500,65,0.018
1604281500,66,0.021
1604281500,70,0.0
1604281500,77,0.022
1604281500,78,0.062
1604281500,79,0.0
1604281500,81,0.061
1604281500,84,0.011
1604281500,86,0.13
1604281500,89,0.0559
1604281500,90,0.102
1604281500,91,0.022
1604281500,93,0.061
1604281500,94,0.0
1604281500,95,0.032
1604281500,96,0.128
1604281500,97,0.045
1604282400,14,0.0
1604282400,16,0.016
1604282400,17,0.037
1604282400,19,0.113
1604282400,20,0.177
1604282400,21,0.034
1604282400,24,0.265
1604282400,25,0.0
1604282400,26,0.002
1604282400,28,0.351
1604282400,30,0.019
1604282400,31,0.06
1604282400,32,0.226
1604282400,33,0.042
1604282400,35,0.025
1604282400,37,0.064
1604282400,38,0.032
1604282400,40,0.08
1604282400,41,0.148
1604282400,42,0.047
1604282400,47,0.0
1604282400,50,0.0
1604282400,51,0.014
1604282400,53,0.0
1604282400,54,0.048
1604282400,55,0.042
1604282400,57,0.034
1604282400,58,0.023
1604282400,59,0.559
1604282400,62,0.034
1604282400,63,0.058
1604282400,65,0.017
1604282400,66,0.02
1604282400,70,0.001
1604282400,77,0.222
1604282400,78,0.061
1604282400,79,0.0
1604282400,81,0.015
1604282400,84,0.023
1604282400,86,0.077
1604282400,89,0.0543
1604282400,90,0.055
1604282400,91,0.021
1604282400,93,0.19
1604282400,94,0.0
1604282400,95,0.056
1604282400,96,0.078
1604282400,97,0.029
1604283300,14,0.0
1604283300,16,0.017
1604283300,17,0.018
1604283300,19,0.152
1604283300,20,0.034
1604283300,21,0.034
1604283300,24,0.3
1604283300,25,0.024
1604283300,26,0.002
1604283300,28,0.088
1604283300,30,0.001
1604283300,31,0.032
1604283300,32,0.203
1604283300,33,0.053
1604283300,35,0.027
1604283300,37,0.083
1604283300,38,0.142
1604283300,40,0.013
1604283300,41,0.121
1604283300,42,0.047
1604283300,47,0.0
1604283300,50,0.0
1604283300,51,0.042
1604283300,53,0.0
1604283300,54,0.029
1604283300,55,0.308
1604283300,57,0.043
1604283300,58,0.117
1604283300,59,0.171
1604283300,62,0.035
1604283300,63,0.075
1604283300,65,0.016
1604283300,66,0.03
1604283300,70,0.001
1604283300,77,0.256
